,shopid,itemid,rating_star,cmt,Sentiment
4783,4937640,127979848,3,"Shade is brighter than it should be , very glossy too ",G
4785,4937640,54968011,3, Delivery time as expected Delivery time as expected,G
4786,4149345,16429253,3, Product quality is ok,G
4787,4937640,18982557,5,Received with good condition. Thank you!,G
4788,4149345,16431852,5,Very nice and cheap products,G
4790,4149345,16749761,2,Not real stainless steel material.,B
4792,4149345,14481902,4,Small & cute. Lovin it!,G
4794,4149345,13432519,4, Good service by seller,G
4798,4149345,14482633,5,Very  fast delivery and by registered air mail.,G
4799,4937640,17704724,2,"product came broken. the balm was not melted into the holder and dropped off with the slightest touch. it did work though, the single one time i managed to swatch it on my hand before it got destroyed. understand it's not the sellers fault, guess it's my bad for waiting to try a cheap China product.",B
4800,4149345,13432637,5,Seller responsible n accommodating....willing to refund faulty item received ! Thank u,G
4802,4937640,26495150,5,Received with good condition. Thank you!,G
4804,4149345,15736397,3,"Considerably fast delivery. But vey dissapointed as there were alot of scratches on the screen!! I was expecting there would be at least a plastic covering the screen part. But there was none. Thus scratches are directly on the screen itself. Functions are very basic. item
Is working. Worth price. ",G
4805,4149345,39575806,1,Receive item broken.....🙁 Quality cheap material & very fragile.... Don't like it,B
4806,4937640,18982022,5,Quality meh,G
4807,4149345,15736580,0,Never get the item at all. Ccb!,N
4811,4149345,18270411,5,Delivery was fast than expected. :),G
4813,4149345,16430639,5,Items received in well packaging in the white box.  Inside is well secure.  I like to deal with her again.  Highly recommended.  Thank you seller.  Thumbs up👍👍👍,G
4816,4149345,15736134,5,quite fast and worth it!,G
4819,4937640,24095270,0,@mapatricianner Thank you! Welcome shopping here again~,N
4821,4149345,34393271,3, Product quality is ok,G
4822,4937640,54967939,3,One of the colours broke. But its alright im fine with it. :),G
4828,4149345,14480094,5,Excellent Delivery Speed,G
4832,4937640,26495692,4,Not really what i have expected but it's still okay,N
4834,4937640,18983118,4,"Colors are washed out compared to pics,  nevertheless product is worth the price",N
4836,4149345,103432766,0,Noted thank u! Sorry for the inconvenience  caused!,N
4837,4149345,17707557,5,Seller is very meticulous in protection of items. I can enjoy my flower tea now with this infuser! ,G
4838,4149345,55876853,1,Does not even last 2 hours even with full charge. Very lousy dont buy not worth the money,B
4840,4937640,22564156,5,"Bought two items from this seller (20 pieces brushes & overdose lip) kudos for a very fast delivery and both items were super great. Happy with my buys, loving it!  #shopeehaul",G
4842,4937640,127979848,5,"Bought two items from this seller (20 pieces brushes & overdose lip) kudos for a very fast delivery and both items were super great. Only downside for this lipstick is that the color is abit off and there's smell to it. But whatever it is, im happy with my buys 👍",G
4843,4937640,16812206,0,Palette colour not true to picture. Very orange for the brown. I guess that's what you get for cheap stuff.,N
4844,4149345,15736397,3," Good Delivery Speed
",G
4845,4149345,15736347,3,"No instructions, had to figure out on my own. Cannot refill from bottom, have to unscrew glass bottle and pump or pour perfume out from perfum bottle into travel glass bottle, so may spill a little, have to be careful.",G
4848,4149345,13426430,5,Packing was safe and product is excellent.,G
4850,4937640,19356666,5,soft :)  love it. Thanks seller .,G
4851,4149345,15736347,0,Received quickly but not as expected. Can only refill from bottles which allow their cap to be opened. Cannot fill from pressurized bottles.,N
4856,4149345,13433787,4,Item came in good condition. Acrylic is hard and sturdy. ,G
4859,4149345,14479774,1,"There was minimal bubble wrap provided by the seller and so because of that, the makeup display was already broken when it came of me. A part of it chipped off. The material wasn't good to begin with, like it's actually quite thin! There should have been more bubble wrap.  ",B
4861,4149345,237463508,0,@lynnramos_27 you are welcome ,N
4863,4937640,26495147,1,Haven't received yet. seller said that is separate delivery.,B
4867,4149345,16431852,4,Decent quality and long delivery time. However it is a bargain price,N
4868,4937640,40486692,0,Why are all the packets I ordered come in liquid form?!,N
4869,4937640,19357676,5,soft brush. cute . thanks seller,G
4870,4149345,15720158,0,Hi I tried installing the USB adapter and it does not work on my PC. There is no drivers and it's cant instal when I plug in. Pls help,N
4871,4149345,46575065,3,Quality of external bottle is fine. Just that it's quite difficult to press it down to spray and the mist doesn't spray well enough.,G
4872,4937640,19376409,5,cute ,G
4875,4937640,22564159,5,Great seller provide great sev. Tqvm,G
4876,4149345,16432601,5,haven't try ,N
4882,4937640,18980941,5,Thx seller,G
4884,4937640,19379045,5,small. not so rough. Perfer brush egg.  Thanks seller,N
4886,4937640,51424427,1,Haven't received yet. seller said that is separate delivery.,B
4889,4937640,112156160,1,Doesn't work. Spoiled!,B
4890,4149345,14479774,5, Excellent service by seller Excellent service by seller,G
4893,4149345,15251430,5, Excellent service by seller,G
4894,4149345,13427422,5,Highly reccomend!! ,G
4899,4937640,24088098,5,"Hair chalks came, excited to try them out",N
4902,4937640,115574611,1,Haven't received yet. seller said that is separate delivery.,B
4903,4149345,14476821,4,"The green and purple creams is a bit dirty on the surface, but considering that it's cheap, it's expected i guess. Colours are pretty blendable though, which is a plus. Thanks!",G
4905,4937640,17704694,5,The lip gloss is nice! They don't budge and dries to Matt quickly!,G
4907,4149345,15737299,5,This cleans my brushes so throughly!! ,G
4912,4149345,16430598,5, Excellent service by seller,G
4914,4149345,13433484,5,Delivery was slow but seller updated me,N
4917,4937640,17702243,3, Product quality is ok Delivery time as expected. Some eyeshadow colours cracked though,G
4919,4149345,16742382,5,The quality is not bad considering its price ,N
4920,4937640,103791202,1,Bad item !! Seller is very unprofessional! Send a item that have scratches on it and can't use it for more then 10 seconds. Don't buy from this seller to avoid disappointment !!!!!!! See photo! I have request for refund however seller insist that I need to show video proof. I have send photo of it! ,B
4923,4937640,24095270,0,"@superbot Thank you,welcome shopping here again~",N
4924,4149345,15737084,5,"Poured coke into my glass, forgot it's in the shape of a skeleton... Gave me a huge fright. Love the glass, just don't pour coke at night",G
4925,4149345,13431842,1,Bad. Defective charging cable. Cannot charge earpiece. Disappointed. Bad luck . 😁👎,B
4926,4937640,36621555,1,If I could give zero stars I would. The product came squashed and the brushes had hair falling out and coming out from the sides. The quality is SHIT. Even worst than the cheap brushes in SASA - doubt this set will last one use. The delivery service was also HORRIBLE. Be careful when ordering. ,B
4929,4149345,57201880,2,"Update!  The stand is very hard to adjust and I couldn't make it stand... 

Bluetooth thing does work!! Stand however does seem as sturdy. But it's overall good! ",B
4930,4149345,15737299,5,Wash my brush really well ,G
4931,4149345,57906487,5, Excellent service by seller,G
4932,4149345,15736981,5,Working and in order,G
4933,4937640,21273305,5, Excellent service by seller,G
4934,4149345,13432519,5,Normal,N
4935,4149345,17707649,5,Working and in order,G
4937,4149345,95360703,5," Excellent service by seller, items recieved in good order and on time. 👍👍",G
4938,4937640,19379090,0,Do u do meetup?,N
4945,4937640,18985499,4,Delivery was really fast.,G
4951,4149345,14485703,5, Excellent Value,G
4956,4937640,17705773,5,Not bad ~ glides on pretty well. Haven't test how long lasting it is,N
4957,4149345,14482397,5, Excellent service by seller,G
4958,4149345,15247443,5, Product quality is ok Delivery time as expected Excellent service by seller. Item gd jus that there o crack at the back ofbthe palette. Bt it ok,N
4959,4937640,19347989,5,Received my goods in good condition. Seller is very patient with all my questions. Highly recommend. ,G
4961,4937640,46524219,1, Very poor product quality. Doesn't have any burning sensation but managed to sting my fingers open cuticle. Waste of money ,B
4963,4149345,71921868,5,Product quality ok . ,G
4965,4937640,19348151,5,Received my goods in good condition. Seller is very patient with all my questions. Highly recommend.,G
4967,4149345,206469974,5,Delivery is swift with no hiccups.  i haven't try using the product ,G
4968,4149345,15247459,5,"Fuss free buying processes, good service provided by courier and product is of excellent quality. Overall very satisfied.",G
4969,4149345,57202392,0,"@ivyorevillo24 dear， the pirce is 10.4 , the postage is depend on the weight and your address, you can put items into the shopping cart ,and the system will count automatically",N
4971,4937640,18945556,0,Its more to glosss but still gotta love it though!,N
4972,4149345,13426634,4, Good value,G
4973,4937640,18982022,5,"Tip was slightly chipped off when it arrived due to the sharpener and delivery. It's written as lip pencil and eye liner, but seller was right to put this as an eyebrow pencil as it's smudgy. ",G
4976,4937640,96340435,5,"When I opened up, I saw one of my two purchase in such a state. I strongly believe that this was not damage while in the process of delivery",B
4977,4149345,19335053,5,Good buy! ,G
4978,4149345,380330549,4, Good value,G
4979,4937640,22564307,3,"Brush is not fully packed , hence , its a lil flimsy. ",G
4980,4149345,71921823,1, Very poor product quality,B
4981,4149345,71921868,3," Delivery time as expected.    Product quality is ok, material is quite thin",G
4982,4937640,18982022,5,Very pigmented and smooth,G
4984,4149345,13431086,3,The base is not so good,G
4985,4937640,18980941,5,Super cute and nice! It was a doorstep delivery!! 🙆🏻🙆🏻🙆🏻🙆🏻❤️,G
4987,4937640,18984937,5,Dries moderately fast. Doesn't smudge. Good and cute. ,G
4988,4937640,18945556,2,Not very pigmented. Looks more like a gloss when put on lips,B
4990,4149345,15720360,5,All the piping tips arrived in perfect condition (: Thanks! ,G
4991,4149345,13424260,5,Working fine but sound is bit lower than cable connection..,N
4998,4149345,16750888,5,Good build quality. Nicely packaged ,G
5001,4149345,15719000,5,"Items not received, seller did a refund instead.",N
5002,4937640,18985550,5, Excellent service by seller,G
5004,4149345,71921841,0,"@hellocris dear , it is 4.8 , it is ready stock now , you can place a order now , we will ship out soon ",N
