,shopid,itemid,rating_star,cmt
5646,4149345,13426634,3,Not so nice to use but cheap
5647,4149345,237463597,2, Poor delivery speed have to ownself check where the parcel and the shipping company not easy to contact... seller is gd as give me the contact of the shipping company
5649,4937640,112156358,5, Excellent delivery speed
5650,4937640,18980338,5,Thc
5652,4149345,13432277,3," Delivery time as expected
Although the g and g keys doesn't work"
5654,4149345,71922556,3,Product quality is ok
5655,4937640,21273277,0,@94sandy.
5656,4937640,96340730,3,My bad😂
5660,4149345,42462724,2,Abt 2 hrs usage only
5662,4937640,22564146,3,"Material of handles are cheap, and brushes are not of fantastic quality. But reasonable for the price. "
5666,4937640,22564159,5,Great seller tqvm
5667,4937640,16812206,0,Hi hw much is dis..
5668,4149345,104305490,3,Smaller than expected. But shipment was fast. Good Item Quality Good Value
5670,4149345,60615728,5, Good value for money
5671,4149345,13426634,3,Smells like permanent marker and it smudges. But delivery was faster than expected! 
5672,4937640,236988144,2,Didn't expect additional delivery fee.
5679,4937640,18985848,5,Thank you!
5680,4937640,18984937,5,"Eyeliner doesn't smuge when applied , rubbed. Removed easily by rubbing under water "
5682,4937640,17704694,4,👍🏼
5683,4937640,18976028,5,Very fast delivery
5686,4149345,318309314,5," Excellent service by seller 
😘😘😘😘😘😘😘😘😘😘"
5694,4149345,16431852,3, Product quality is ok
5695,4937640,155675738,5,Tqvm . Received the order in good condition 赞
5696,4149345,14481902,5,Seller very fast in replying 😆
5697,4937640,17704793,5,Good service 
5704,4937640,315597874,5, Excellent service by seller
5706,4937640,24088101,5,"Tried it on dark dyed hair, need a few runs over hair then pigment will show. Not too bad. "
5711,4937640,35279660,3,"Order revived in good condition. 
Have not try on the product yet, but overall the look of the quality is good.
"
5712,4937640,97193325,4,So far item are acceptable after trying
5715,4937640,317670734,5, Good value for money
5719,4149345,15247462,4, Good service by seller
5721,4937640,17704793,5,Item received...thanx alot!
5727,4149345,49770499,5,Ordered rose red bt i gt pink...it doesn't matter...still lovin the color..im happy :)
5729,4149345,51268945,3,"Delivery took more than two weeks and buyers shld only buy if they are willing to wait 
However, item did come in good condition! "
5730,4149345,16430420,5,Nice item. Thanks.
5735,4149345,29999645,5,Items received in order. But the Knife/Scissor electric sharpner doesnt work very well. Its sharpening stone holder always dislodged from the motor shaft.
5744,4149345,15247464,0,"@kai.kmrdn Color: coffe, mahogany"
5746,4149345,16427399,5,Cheap & works on my Sanyo.
5748,4937640,104304937,5,"Bought this out of curiosity due to the price.... and for what it's priced, I'm genuinely pleased and surprised!"
5751,4937640,17705773,1,did not receive 
5754,4937640,16812206,3,"Though not much coverage, but it's $0.90, so good enough ! (:"
5756,4149345,16743208,1,Item broken in pieces 
5757,4937640,16812173,5,It looks exactly like the picture and the first swatch is quite pigmented.
5761,4937640,18985619,5,Good
5766,4937640,16812206,5,"It is very similar to the picture and suits various skintones. Other than that from the first swatch, it is very pigmented."
5769,4937640,18983888,1,did not receive 
5771,4937640,282750352,5,Item received as shown. Fan quite strong though a bit noisy. 
5774,4149345,14485117,5,⭐⭐⭐⭐⭐⭐ son love it soo much..
5775,4937640,19349397,1,did not receive 
5777,4937640,18986068,5,Good 
5778,4937640,40486853,5,"Easy to use and is very much like how it looks in the display picture, though I have not yet tried the product itself."
5783,4937640,94479325,3,Not as resistant as I thought it will be 
5785,4149345,237463864,0,Does it comes with a charger to charge?
5789,4149345,17709172,5,Good n cheap! Thank u!
5790,4937640,21273421,1," Very poor product quality, used once and cant turn it on the 2nd time. "
5791,4149345,95360703,1, Very poor product quality Very poor service by seller. DO NOT purchase this item from this seller. What a Unresponsibility seller packed the item without secure and propose stuff made your item damaged and do not refund for it! Do not take risk by order anything from them! 
5793,4149345,14479020,0,"@bridgetllc dear，the shipping cost for per item  from my shop ,  If you buy more products, we can offer discount to you, Dear,if you buy things more than 3,you will get 3 shipping fee off, thx for your understanding."
5798,4149345,14483736,1,Couldnt charge iPad 2
5799,4149345,43856845,0,Does it come with tag? Authentic?  Tks
5801,4149345,14479774,5,Received item in great condition! :) 
5803,4149345,66179918,5,Ok
5810,4149345,35694646,3,Cracked at the side. 😕 slow delivery.
5811,4937640,21273409,5,This is awesome 
5812,4149345,42463218,1,Very poor product quality
5817,4937640,24088098,1,You forget to send me this 😢😢😢😢
5818,4937640,18985906,5, Excellent service by seller
5819,4937640,26495729,5,"Delivery time is as per expectations. Product is good!
I am an amateur when it comes to makeup so I can't comment much but I like the soft bristles and the price is very reasonable. I have yet to wash the brushes so I don't know whether it will fall apart but I like them so far!"
5820,4937640,19378141,5, Excellent service by seller Excellent service by seller
5821,4937640,22564095,5, Excellent service by seller
5822,4149345,60615724,3," Poor delivery speed. It took more then 2 weeks 
Product quality is ok"
5824,4937640,18983527,5,Items came in good condition! Love it! 
5827,4149345,49790653,5,Really love the soft material of the tights! Super comfy and worth the price! #shopeehaul
5833,4937640,24095315,2,U go n send me 2 eyeliner 😯
5836,4149345,29999453,0,Is tis bright
5838,4149345,17708544,5,"Seller service is great!
Very poor delivery service! The deliveryman send the items when i was not at home,never call or update me at all...bad experience from the delivery company!!!"
5841,4937640,17704793,5,Perfect condition! Affordable prices!
5842,4937640,18986068,5, Excellent service by seller
5848,4937640,17705773,5,Perfect condition! Affordable prices!
5851,4937640,22563846,3, Delivery time as expected Delivery time as expected
5853,4149345,16743208,3,Its smaller than what i expected
5855,4937640,18985499,3,Average
5856,4937640,18983118,5,Perfect condition! Affordable prices!
5858,4149345,29995124,5,👍👍👍👍
5860,4937640,24088124,5,Delivery took some time but its okay ! Able to curl my hair with the brush 
5863,4937640,99310390,5, Excellent service by seller
5866,4149345,13432519,1,After using it for less than 2 days the speaker stopped working even with a fully charged battery 
5867,4937640,18984937,5,Perfect condition! Affordable prices!
5868,4937640,19347989,5, Excellent service by seller
5869,4937640,24095270,0,"@oelleoeeling Thank you , my dear, welcome shopping here again~"
5871,4149345,16431852,5,Item as described & arrived in good working condition. Would purchase again :)
5872,4149345,42089916,3, Product quality is ok
5873,4149345,19336404,1,Very small
5874,4937640,46523851,3,Average
5877,4937640,16803841,5,Item receive in good condition..thanx alot babe!!! I love it!!
5879,4149345,14481739,3,"Item came late. And I have to resort to file non receipt in order to extend the delivery period. And after filing non receipt, seller claim it's delivered. Until check with delivery side item is delivered to my next door unit. I went through a big hassle for a $0.40 item. That is seriously-.-"
5883,4149345,30004455,5,👍👍👍👍👍👍
5885,4937640,16812206,5,Item receive in good condition..thanx alot babe!!! I love it!!
5887,4149345,15736397,5,Thanks 
5889,4937640,18985499,5,Perfect condition! Affordable prices!
5890,4937640,18985704,5,Perfect condition! Affordable prices!
5891,4937640,18983118,5,Item receive in good condition..thanx alot babe!!! I love it!!
5892,4937640,206979572,1,"Eyeshadows came broken, very disappointed with buy. Colours were not vibrant as well and not long lasting. You pay for what you get."
5893,4149345,30004499,5,👍👍👍👍👍
5898,4149345,14477372,3,Order did not arrive but thank you for the prompt replies and refund! 
5899,4937640,26495657,5,Perfect condition! Afrordable prices!
5900,4149345,15247462,2," Poor product quality, there are lots of scratches on the product. Coming from a background that knows about acrylic... its obvious the product quality is horrible."
5903,4149345,49780024,5,"Simple & easy to use it. I like it Soo much.
And I can bring it everywhere I go.
Thank you Soo much 😊
"
5904,4937640,40486732,5,"Fairly quick overseas, doorstep delivery; product was wrapped with foam padding and the items were in good condition. The slots fit almost all my lipsticks, except for one particularly fat one, haha. This is a great storage idea."
5906,4149345,103432766,0,Do not purchase  this!  Seller only shipped out half of my order!  Where is my other half?!?!
5907,4149345,43856887,5,Item received in good condition. Like it so much. 
5909,4149345,15251106,3,Order did not arrive but thank you for the prompt replies and refund! 
5911,4149345,188623058,5, Excellent product  quality Excellent packaging Excellent seller service quality Excellent delivery speed Excellent value
5912,4937640,35279640,5,Perfect condition! Affordable prices!
5913,4937640,210159508,5,"Fairly quick overseas, doorstep delivery; product was wrapped with foam padding and the items were in good condition. The slots fit almost all my lipsticks, except for one particularly fat one, haha. This is a great storage idea."
5914,4937640,26495113,5,Thx seller
5915,4149345,16429253,0,Any reviews about the product?
5917,4937640,16808234,2,Delivery was slow. quality and size of the makeup is really bad. however I love the brush that came with it. 
5918,4149345,13434421,5,Good
5920,4149345,16442535,5,Useful and light And cheap! Worth it!!!!
5922,4149345,14479774,5,only received 3 out of the 5 items ordered
